"plot","census","dominant_PFT","acom","bcom","ccom","minDBHcom","maxDBHcom","maxDBHdead","pattern","nb_trees","nb_deaths"
"T2317","2015-2020","DB-tree",-1.19619648567118,0.141190307049289,-2.15034306574318,1.114084602,41.6985950900766,33.39070706,"U-shaped",88,18
"T2318","2015-2020","DB-tree",-5.99149224755225,-0.40322481540896,3.29058366554976,1.59154943091895,57.8050753309764,16.61577606,"Unimodal",49,8
"T2319","2015-2020","DB-tree",-1.64896216574571,0.142587014627978,-1.83987949877671,1.114084602,28.9980306313433,23.80957949,"U-shaped",64,14
"T2320","2015-2020","DB-tree",-1.2153763392443,0.169361546495849,-2.83977182818608,1.114084602,41.985073987642,21.29493139,"U-shaped",145,32
"T2401","2015-2020","EB-tree",-2.80389765203858,0.0790724828207731,-1.11436401402433,1.114084602,43.2901445209955,19.89436789,"U-shaped",298,37
"T2402","2015-2020","EB-tree",-2.34998276068253,0.061633062563761,-0.734478866549937,0.986760647,43.6084544071793,34.69577759,"U-shaped",288,72
"T2403","2015-2020","EB-tree",-3.1881818503417,0.0310928785602593,-1.06421214112469,0.986760647169751,49.6881732332897,12.19126864,"U-shaped",397,35
"T2404","2015-2020","EB-tree",-2.08158579708395,-0.0282348539296968,-2.69508158519114,1.11408460164327,55.0994412984142,7.989578143,"Declined",333,33
"T2405","2015-2020","DB-tree",-2.35100552942079,-0.10539333830946,-0.757935757915684,1.11408460164327,40.1070456591576,9.199155711,"Declined",306,47
"T2406","2015-2020","EB-tree",-3.87450951084954,-0.0184872531394756,-0.045216967445194,1.11408460164327,38.1016933761997,22.18619907,"Declined",390,35
"T2407","2015-2020","DB-tree",-2.2901447622047,0.0192597883509967,-1.00783429174618,0.986760647,43.8949333047447,18.39831142,"Declined",430,82
"T2408","2015-2020","DB-tree",-2.24902490706537,-0.0423794072910525,-0.142693999345956,0.986760647169751,41.985073987642,26.0059177,"Declined",305,99
"T2409","2015-2020","EB-tree",-2.83502365611401,-0.0358541217438623,-0.211394851912933,0.986760647,43.9904262705999,24.28704432,"Declined",614,122
"T2410","2015-2020","EB-tree",-3.11247376260967,0.115561176225137,-1.44736913513196,0.986760647169751,43.8949333047447,35.01408748,"U-shaped",443,44
"T2411","2015-2020","EB-tree",-2.92803007958213,0.0304569537922644,-1.24266649337736,1.11408460164327,40.9028203746171,13.11436731,"U-shaped",334,35
"T2412","2015-2020","EB-tree",-2.59724854645936,-0.521691365456168,0.365925549928422,1.11408460164327,40.7118344429068,6.68450761,"Declined",274,33
"T2413","2015-2020","EB-tree",-2.8182844944278,-0.473789756068719,1.61221668507412,1.11408460164327,36.6056369111359,9.008169779,"Unimodal",219,51
"T2414","2015-2020","EB-tree",-2.11038716070353,0.0147212215175219,-0.819948367696294,1.11408460164327,36.9876087745565,20.08535382,"Declined",235,56
"T2415","2015-2020","DB-tree",-2.32931111644758,-0.113911421425139,0.246072471695124,0.986760647169751,68.5639494839885,13.81464906,"Unimodal",173,55
"T2416","2015-2020","DB-tree",-2.35236787410843,-0.175410559247708,-0.0102976092887314,1.11408460164327,58.6008500464359,12.50957853,"Declined",123,24
"T2417","2015-2020","DB-tree",-2.80052135326703,-0.45692384382552,1.140747073678,1.30507053335354,58.4098641147256,10.50422624,"Unimodal",44,4
"T2418","2015-2020","DB-tree",-1.81351452760313,-0.778260951922036,2.10800950346675,1.200028271,67.1952169733982,7.703099246,"Unimodal",56,15
"T2419","2015-2020","EB-tree",-1.86943673524278,-0.531169982766192,0.904256078488707,1.11408460164327,40.393524556723,9.485634608,"Unimodal",100,23
"T2420","2015-2020","EB-tree",-1.35609362950073,0.0624510766874014,-1.63505874683663,1.11408460164327,41.5076091583663,24.98732607,"U-shaped",228,59
"T2501","2015-2020","EB-tree",-2.11559672791346,-1.00524829650099,1.40754343475443,1.114084602,50.0064831194735,4.61549335,"Unimodal",221,29
"T2502","2015-2020","EB-tree",-3.9455788590658,-0.0204182931873611,0.303497839993375,0.986760647,61.4019770448532,28.71155173,"Unimodal",283,33
"T2503","2015-2020","DB-tree",-3.46236873847163,0.00747049262930026,-0.496760246919288,0.986760647169751,78.3997249670677,24.70084717,"U-shaped",370,36
"T2504","2015-2020","EB-tree",-3.08864486823871,0.0909722789805653,-1.2265958145862,1.08225361302489,38.9929610575144,23.71408652,"U-shaped",254,28
"T2505","2015-2020","EB-tree",-1.83308640735375,0.00687326994109879,-0.723487288248185,1.11408460164327,60.5107093635386,18.39831142,"Declined",265,87
"T2506","2015-2020","EB-tree",-2.95064191824764,-0.142117326375508,0.346336896279055,1.11408460164327,39.3112709436981,18.58929735,"Unimodal",306,62
"T2507","2015-2020","EB-tree",-1.93016839168549,-0.147598715361494,0.0457336422267872,1.11408460164327,38.29267930791,12.28676161,"Declined",379,141
"T2508","2015-2020","DB-tree",-2.41461141976662,-0.242018131426348,0.406579783171174,0.986760647,49.6881732332897,9.103662745,"Unimodal",391,104
"T2509","2015-2020","EB-tree",-2.74386659457601,-0.0517094675924839,-0.0326559414422533,0.986760647,35.3960593436375,16.71126902,"Declined",548,129
"T2510","2015-2020","EB-tree",-2.7162355103086,-0.0315182510289289,-0.3704530627473,0.986760647169751,38.7064821599489,16.80676199,"Declined",514,98
"T2511","2015-2020","EB-tree",-2.83198953876859,-0.0170204203382951,-0.795871934947093,0.986760647169751,46.600567337307,19.60788899,"Declined",438,62
"T2512","2015-2020","EB-tree",-2.43904494564904,0.0277576599360384,-0.857144631503422,1.11408460164327,35.014087480217,18.49380439,"U-shaped",383,75
"T2513","2015-2020","EB-tree",-2.29522250340884,-0.335745412019451,0.81613242591745,1.11408460164327,33.8045099127186,13.81464906,"Unimodal",313,90
"T2514","2015-2020","DB-tree",-2.14044703943,-0.79001243231641,1.58430088214932,1.11408460164327,31.990143561471,7.512113314,"Unimodal",287,51
"T2515","2015-2020","DB-tree",-2.06753152844622,-0.0392408538736895,-0.439631115641982,1.114084602,41.1892992721825,18.81211427,"Declined",153,40
"T2516","2015-2020","DB-tree",-1.61588481199093,-0.363478891915408,-0.310139153395311,1.209577567,38.5154962282387,10.31324031,"Declined",154,26
"T2517","2015-2020","DB-tree",-2.32174656528709,-0.127560138978678,0.0296163060383821,1.2095775674984,50.0064831194735,24.09605838,"Declined",87,19
"T2518","2015-2020","DB-tree",-2.10304355276672,-0.281049151354257,0.661244762477642,1.2095775674984,58.696343012291,16.61577606,"Unimodal",71,18
"T2519","2015-2020","DB-tree",-2.91120335540628,-0.153743948654302,-0.0499362546120566,1.11408460164327,53.8898637309158,11.30000096,"Declined",123,14
"T2520","2015-2020","DB-tree",-1.79071645383068,-0.435276544265729,0.908368106664012,1.114084602,45.009017906388,9.390141642,"Unimodal",124,41
"T0101","2020-2025","EB-tree",-3.99527313994071,0.0310201133289881,-0.413164639989684,1.01859163578813,52.0436663910498,14.2284519124154,"U-shaped",287,19
"T0102","2020-2025","EB-tree",-3.18839519611375,-0.053873532657039,-0.359793740494078,1.01859163578813,41.2211302608009,14.2921138896522,"Declined",287,32
"T0103","2020-2025","EB-tree",-2.97979559731116,-0.0731158641485384,-0.109389771001596,1.05042262440651,45.5183137242821,16.3929591384652,"Declined",283,44
"T0104","2020-2025","EB-tree",-3.01715415212659,0.102044100565746,-1.13772748740175,1.01859163578813,52.2028213341417,31.6718336752872,"U-shaped",291,33
"T0105","2020-2025","EB-tree",-3.05649441922931,0.0679138326687872,-1.01085987621525,1.08225361302489,49.0197224723038,32.4676083907466,"U-shaped",307,34
"T0106","2020-2025","EB-tree",-3.21949363574679,-0.0194419003531448,-0.352773853507527,1.01859163578813,38.9929610575144,12.6369024814965,"Declined",367,46
"T0107","2020-2025","EB-tree",-3.61152177917227,-0.0922103115041939,0.218909605580574,1.01859163578813,46.6323983259253,12.8915503904435,"Unimodal",326,36
"T0108","2020-2025","EB-tree",-2.81428634691577,0.0440611173382433,-0.525123242344784,1.2095775674984,36.2873270249521,24.7326781564805,"U-shaped",224,39
"T0109","2020-2025","EB-tree",-2.68668115212761,0.0667304748989218,-0.701591567169718,1.01859163578813,53.157750992693,53.157750992693,"U-shaped",320,64
"T0110","2020-2025","EB-tree",-2.56340132001863,0.0486944168353124,-0.76578661561113,1.01859163578813,38.3563412851468,17.2842268197798,"U-shaped",331,65
"T0111","2020-2025","EB-tree",-3.16658159911221,0.0451784439940546,-0.496364291731115,1.01859163578813,43.7357783616528,35.3960593436375,"U-shaped",387,56
"T0112","2020-2025","EB-tree",-3.03086198565923,-0.135498363701959,0.324475274675561,1.01859163578813,36.1281720818602,9.70845152860562,"Unimodal",360,69
"T0113","2020-2025","EB-tree",-2.75079170940542,-0.0997004068486471,-0.00322150807542915,1.05042262440651,28.3295798703574,17.0614098994512,"Declined",479,102
"T0114","2020-2025","EB-tree",-1.89108774990136,-0.151433164285189,-0.998557209766217,1.01859163578813,40.5845104884333,13.7509870831398,"Declined",630,143
"T0115","2020-2025","EB-tree",-2.30551017415143,0.0214513900521028,-0.728391322779903,0.986760647169751,43.0673276006669,27.1518332914773,"U-shaped",520,130
"T0116","2020-2025","EB-tree",-3.17950288151554,-0.0408365551769661,0.0596735303950149,0.954929658551372,40.0115526933025,20.2126777726707,"Unimodal",558,97
"T0117","2020-2025","EB-tree",-3.05997718427568,-0.0374148164687918,-0.385215610008293,0.891267681314614,28.8070446996331,13.4645081855743,"Declined",709,101
"T0118","2020-2025","EB-tree",-2.97766212163322,0.0582075655148322,-0.632282047172382,1.01859163578813,29.4436644720006,15.5971844230057,"U-shaped",715,111
"T0119","2020-2025","EB-tree",-2.00788350322257,-0.213832357988416,-0.159736742613781,1.01859163578813,24.6690161792438,9.99493042617103,"Declined",883,254
"T0120","2020-2025","EB-tree",-2.01048048785242,-0.012108540992866,-1.18956363292632,1.01859163578813,24.35070629306,9.39014164242183,"Declined",817,188
"T0201","2020-2025","EB-tree",-3.23107036443577,-0.00567467040061598,-0.890467402499532,1.01859163578813,52.5211312203255,17.3160578083982,"Declined",292,27
"T0202","2020-2025","EB-tree",-2.76790593996309,0.0502512887019864,-1.36670857424874,1.01859163578813,50.133807073947,11.3000009595246,"U-shaped",291,29
"T0203","2020-2025","EB-tree",-2.9559490029329,0.0775561717551426,-1.16866230379781,1.01859163578813,61.2746530903797,22.759156862141,"U-shaped",416,47
"T0204","2020-2025","EB-tree",-2.89767606062294,0.0591359022645454,-0.952452639897318,1.01859163578813,39.7887357729738,19.9898608523421,"U-shaped",349,45
"T0205","2020-2025","EB-tree",-3.76515652289968,-0.140800326180905,-0.267255988840989,1.05042262440651,73.8478935946394,11.841127766037,"Declined",188,10
"T0206","2020-2025","EB-tree",-3.48986617957191,0.0359201375360899,-0.355959010262963,0.923098669932993,48.3831026999362,28.2022559158839,"U-shaped",359,42
"T0207","2020-2025","EB-tree",-2.74523397634288,0.10883396910833,-1.49855645890655,1.01859163578813,44.4042291226388,17.3478887970166,"U-shaped",446,52
"T0208","2020-2025","EB-tree",-2.8111444797471,-0.0100190564348462,-0.936091440486833,0.954929658551372,42.1760599193523,18.812114273462,"Declined",387,44
"T0209","2020-2025","EB-tree",-2.42759941667365,0.0306162381362067,-1.2160272506304,1.01859163578813,52.2664833113784,22.1225370897735,"U-shaped",268,41
"T0210","2020-2025","EB-tree",-2.87668749445814,-0.277239867611444,0.492580610050066,1.11408460164327,33.8681718899553,9.54929658551372,"Unimodal",214,35
"T0211","2020-2025","EB-tree",-3.76548490154496,-0.0686503308071642,0.026417294766449,1.05042262440651,32.3084534476548,11.9684517205105,"Declined",279,25
"T0212","2020-2025","EB-tree",-3.27227786173618,0.0285512027959107,-0.321700071392169,1.01859163578813,41.730426078695,37.7197215127792,"U-shaped",550,79
"T0213","2020-2025","EB-tree",-3.19437742487593,0.00269474863100137,-0.5807406542231,1.01859163578813,52.3619762772336,21.0084524881302,"Declined",607,70
"T0214","2020-2025","EB-tree",-2.2084905264317,0.0690440802314692,-1.21587351826842,1.01859163578813,43.7676093502712,43.7676093502712,"U-shaped",502,111
"T0215","2020-2025","EB-tree",-2.02058311390279,-0.237815167340251,-0.68471510577579,1.01859163578813,41.8577500331685,5.41126806512444,"Declined",492,96
"T0216","2020-2025","EB-tree",-1.61808482014536,-0.193693687868443,-1.20385383475168,0.986760647169751,41.5394401469847,5.22028213341417,"Declined",642,156
"T0217","2020-2025","EB-tree",-2.99830824873463,-0.0866702971175532,0.0753121028859159,0.986760647169751,32.7859182769304,18.6847903189885,"Declined",696,130
"T0218","2020-2025","EB-tree",-2.96078789259397,0.0334834930437625,-0.469039506863577,0.986760647169751,31.7991576297607,18.7802832848437,"U-shaped",718,123
"T0219","2020-2025","EB-tree",-2.7108899561687,0.0340351521617978,-0.62816571418294,1.01859163578813,26.3878895646363,18.8439452620804,"U-shaped",652,124
"T0220","2020-2025","EB-tree",-2.14879616633579,-0.293426901494641,0.262862904575805,0.954929658551372,33.5816929923899,14.5149308099809,"Declined",471,126
"T0301","2020-2025","EB-tree",-2.76692608007288,-0.186381112296294,-0.0592560603153319,1.01859163578813,42.0805669534971,10.5042262440651,"Declined",222,31
"T0302","2020-2025","EB-tree",-3.10337625738416,-0.181368023954058,0.715408848938185,1.05042262440651,45.8366236104659,14.6422547644544,"Unimodal",231,46
"T0303","2020-2025","EB-tree",-1.96774574917505,0.0874310148140006,-1.84484123700828,0.954929658551372,49.6563422446713,20.0535228295788,"U-shaped",344,63
"T0304","2020-2025","DB-tree",-0.401297827701984,-1.84683202740629,1.60045436557387,0.954929658551372,63.3436673505743,4.80647928137524,"Declined",372,62
"T0305","2020-2025","DB-tree",-1.51077929445841,0.0874146351940749,-1.62800829747218,1.08225361302489,56.9774696268985,46.7915532690172,"U-shaped",191,49
"T0306","2020-2025","EB-tree",-2.00092093767271,0.0182010120242219,-0.723593780855201,1.01859163578813,55.927047002492,31.6718336752872,"U-shaped",311,88
"T0307","2020-2025","EB-tree",-2.28997831925987,-0.382581779432885,0.255040479618719,1.05042262440651,49.4653563129611,7.63943726841098,"Declined",308,59
"T0308","2020-2025","EB-tree",-2.72418376060392,-0.100696130080102,0.0333603352015092,1.01859163578813,39.215777977843,13.4963391741927,"Declined",224,47
"T0309","2020-2025","EB-tree",-3.59884599775203,-0.0360473266100531,-0.374523802745464,1.05042262440651,38.0698623875814,17.9845085693842,"Declined",202,17
"T0310","2020-2025","EB-tree",-2.89128773007619,0.0283348295347225,-0.753672833817805,1.01859163578813,42.9718346348117,21.581410283261,"U-shaped",517,74
"T0311","2020-2025","EB-tree",-2.35392369975392,0.0282815684346297,-0.884248715444127,1.01859163578813,57.7095823651213,25.4647908947033,"U-shaped",463,102
"T0312","2020-2025","EB-tree",-2.47689154463334,-0.34522856295451,-0.110207633101812,0.954929658551372,59.0464838870932,8.40338099525207,"Declined",510,81
"T0313","2020-2025","EB-tree",-2.58250744955726,0.041737712031105,-1.01389876300969,0.986760647169751,45.4228207584269,17.9526775807658,"U-shaped",641,115
"T0314","2020-2025","EB-tree",-2.50446555135956,0.0337041055867012,-0.403800320350191,0.986760647169751,33.5816929923899,33.5816929923899,"U-shaped",658,180
"T0315","2020-2025","EB-tree",-2.20731820967213,-0.00370067160789333,-0.774195222356764,0.954929658551372,36.4783129566624,14.1011279579419,"Declined",673,162
"T0316","2020-2025","EB-tree",-2.3034923546185,0.0528570004805137,-1.50160214266085,0.954929658551372,41.5076091583663,12.8915503904435,"U-shaped",566,99
"T0317","2020-2025","EB-tree",-2.47939171719554,-0.000859694982071521,-0.459808326642878,1.01859163578813,41.5394401469847,32.5949323452202,"Declined",519,124
"T0318","2020-2025","EB-tree",-2.26671465801342,-0.249429770267879,0.0906504454702739,1.08225361302489,34.3138057306126,8.43521198387045,"Declined",285,62
"T0319","2020-2025","EB-tree",-2.78426297907537,-0.339199204653275,0.580821051439628,1.01859163578813,23.8732414637843,8.594366927,"Unimodal",360,58
"T0320","2020-2025","EB-tree",-2.77450732979728,-0.0308734959318764,-0.309335663601329,0.986760647169751,31.990143561471,14.610423775836,"Declined",657,129
"T0401","2020-2025","DB-tree",-4.09692291067635,-0.310034539225109,1.9951862870491,1.01859163578813,67.0997240075431,26.2605656101627,"Unimodal",138,24
"T0402","2020-2025","EB-tree",-3.387597684644,0.01675496877813,-0.485291395006233,1.01859163578813,69.614372108395,27.6929600979898,"U-shaped",219,23
"T0403","2020-2025","EB-tree",-2.70523377160584,0.0661729647480481,-0.971516563716748,1.01859163578813,49.0197224723038,34.0591578216656,"U-shaped",177,26
"T0404","2020-2025","EB-tree",-2.45985468800087,0.0377514042251263,-0.852577476350017,1.05042262440651,33.9318338671921,29.8256363354212,"U-shaped",103,19
"T0405","2020-2025","EB-tree",-1.7301139025631,-1.09283685605418,1.84877842973092,1.01859163578813,59.2374698188034,5.92056388301851,"Unimodal",148,25
"T0406","2020-2025","EB-tree",-2.75326918396937,-0.111283899155305,0.0338205027950177,1.14591559026165,50.7704268463146,20.149015795434,"Declined",223,41
"T0407","2020-2025","EB-tree",-2.55142847535065,0.0208766844012106,-1.10110349408969,1.05042262440651,46.6960603031621,23.427607623127,"Declined",195,25
"T0408","2020-2025","EB-tree",-2.86044934971922,-0.249944546619662,0.753005602336262,1.14591559026165,50.6112719032227,11.3954939253797,"Unimodal",212,46
"T0409","2020-2025","DB-tree",-2.64246548598352,0.0431689990557824,-1.29623402102632,1.01859163578813,54.1126806512444,20.5628186474729,"U-shaped",240,29
"T0410","2020-2025","EB-tree",-2.59987907387323,0.0400239062193205,-0.730236837295309,0.954929658551372,66.2402873148468,42.3988768396809,"U-shaped",426,82
"T0411","2020-2025","DB-tree",-3.22993691980898,0.039644942586878,-0.723056474585863,1.01859163578813,49.4971873015795,19.4169030572112,"U-shaped",419,47
"T0412","2020-2025","EB-tree",-3.33642018903816,0.0359489955021397,-0.376393998176544,0.986760647169751,46.8233842576356,29.0616926085801,"U-shaped",269,36
"T0413","2020-2025","EB-tree",-2.69403337813118,-0.21865279323168,0.283737933529759,0.986760647169751,42.4943698055361,14.5467617985992,"Unimodal",230,43
